"","...1","X1","X2","X3","X4","values","ind"
"50",25,1.00107621919579e-05,0.999969967713425,1.00107621914467e-05,1.00107621914797e-05,-13,"Arizona"
"51",26,0.999951420925168,1.61930249432856e-05,1.61930249444252e-05,1.61930249444672e-05,7.33333333333333,"Arizona"
"52",27,0.967496767840521,8.78146254170857e-06,8.78146254196521e-06,0.0324856692343954,-13.3333333333333,"Arizona"
"53",28,1.18018005054346e-05,1.18018005056388e-05,0.999964594598484,1.18018005054907e-05,-13.3333333333333,"Arizona"
"54",29,0.0121789386242597,1.13669273409449e-05,1.13669273412877e-05,0.987798327521058,-14,"Arizona"
"55",30,0.99995171908955,1.60936368156288e-05,1.60936368159625e-05,1.60936368179119e-05,-14.6666666666667,"Arizona"
"56",31,3.10881153802314e-05,3.10881153797464e-05,0.00720037455095151,0.992737449218289,-0.666666666666667,"Arizona"
"57",32,6.0379052202756e-05,6.03790522030338e-05,0.999818862843391,6.03790522028769e-05,-13.6666666666667,"Arizona"
"58",33,0.137159418430923,0.499638704383679,0.363102027920436,9.98492649622928e-05,-12,"Arizona"
"59",5,1.35676489422026e-05,0.596372101084521,0.403600763617594,1.35676489421733e-05,0.666666666666667,"Arkansas"
"60",6,0.358252221842961,0.641731086361225,8.34589790652777e-06,8.34589790712513e-06,7.33333333333333,"Arkansas"
"61",7,1.11257727131849e-05,0.999966622681862,1.11257727131011e-05,1.11257727121837e-05,2,"Arkansas"
"62",8,9.79267133996194e-06,9.79267134000408e-06,9.79267134058875e-06,0.999970621985979,-2.33333333333333,"Arkansas"
"63",9,8.68691115164733e-06,0.999973939266546,8.68691115076786e-06,8.68691115121297e-06,-0.666666666666667,"Arkansas"
"64",10,7.73644254098029e-06,0.999976790672377,7.73644254071535e-06,7.7364425410632e-06,-2.33333333333333,"Arkansas"
"65",11,9.26499394310399e-06,9.26499394376781e-06,0.99997220501817,9.26499394329821e-06,12.6666666666667,"Arkansas"
"66",12,1.02122038988947e-05,0.310187309346812,1.02122038993962e-05,0.68979226624539,2.33333333333333,"Arkansas"
"67",13,3.9080952526587e-05,0.739796465185596,0.260125372909351,3.90809525265465e-05,10,"Arkansas"
"68",14,7.72884126037977e-06,0.980982641832466,7.72884126060084e-06,0.0190019004850134,-1,"Arkansas"
"69",15,1.52290265223691e-05,1.52290265221788e-05,1.52290265220477e-05,0.999954312920433,6.66666666666667,"Arkansas"
"70",16,9.62492325806851e-06,9.62492325714251e-06,9.62492325789174e-06,0.999971125230227,0.666666666666667,"Arkansas"
"71",17,0.242313945930612,2.09609909186256e-05,0.757644132087551,2.0960990917917e-05,11.6666666666667,"Arkansas"
"72",18,0.304999218929033,0.694975397054747,1.26920081102749e-05,1.26920081099343e-05,3.33333333333333,"Arkansas"
"73",19,0.37948761365794,0.620492255939812,1.00652011242252e-05,1.00652011243111e-05,0.333333333333333,"Arkansas"
"74",20,0.869849417060889,1.20273592351456e-05,1.20273592353772e-05,0.13012652822064,1.66666666666667,"Arkansas"
"75",21,1.22331049222784e-05,1.22331049242069e-05,1.22331049237951e-05,0.99996330068523,23,"Arkansas"
"76",22,0.999966563567744,1.11454774186288e-05,1.11454774181523e-05,1.11454774186613e-05,-0.666666666666667,"Arkansas"
"77",23,0.999944082808756,1.86390637483484e-05,1.86390637483516e-05,1.86390637476633e-05,0.333333333333333,"Arkansas"
"78",24,0.0418405126613599,0.958134215454977,1.2635941832049e-05,1.26359418314536e-05,6,"Arkansas"
"79",25,1.00107621919579e-05,0.999969967713425,1.00107621914467e-05,1.00107621914797e-05,-0.333333333333333,"Arkansas"
"80",26,0.999951420925168,1.61930249432856e-05,1.61930249444252e-05,1.61930249444672e-05,12,"Arkansas"
"81",27,0.967496767840521,8.78146254170857e-06,8.78146254196521e-06,0.0324856692343954,2.33333333333333,"Arkansas"
"82",28,1.18018005054346e-05,1.18018005056388e-05,0.999964594598484,1.18018005054907e-05,-2.66666666666667,"Arkansas"
"83",29,0.0121789386242597,1.13669273409449e-05,1.13669273412877e-05,0.987798327521058,0,"Arkansas"
"84",30,0.99995171908955,1.60936368156288e-05,1.60936368159625e-05,1.60936368179119e-05,0,"Arkansas"
"85",31,3.10881153802314e-05,3.10881153797464e-05,0.00720037455095151,0.992737449218289,0.333333333333333,"Arkansas"
"86",32,6.0379052202756e-05,6.03790522030338e-05,0.999818862843391,6.03790522028769e-05,-4.33333333333333,"Arkansas"
"87",33,0.137159418430923,0.499638704383679,0.363102027920436,9.98492649622928e-05,-2.66666666666667,"Arkansas"
"88",5,1.35676489422026e-05,0.596372101084521,0.403600763617594,1.35676489421733e-05,-11.3333333333333,"California"
"89",6,0.358252221842961,0.641731086361225,8.34589790652777e-06,8.34589790712513e-06,-7.33333333333333,"California"
"90",7,1.11257727131849e-05,0.999966622681862,1.11257727131011e-05,1.11257727121837e-05,-10.3333333333333,"California"
"91",8,9.79267133996194e-06,9.79267134000408e-06,9.79267134058875e-06,0.999970621985979,-12.3333333333333,"California"
"92",9,8.68691115164733e-06,0.999973939266546,8.68691115076786e-06,8.68691115121297e-06,-11,"California"
"93",10,7.73644254098029e-06,0.999976790672377,7.73644254071535e-06,7.7364425410632e-06,-10.6666666666667,"California"
"94",11,9.26499394310399e-06,9.26499394376781e-06,0.99997220501817,9.26499394329821e-06,18.3333333333333,"California"
"95",12,1.02122038988947e-05,0.310187309346812,1.02122038993962e-05,0.68979226624539,-9,"California"
"96",13,3.9080952526587e-05,0.739796465185596,0.260125372909351,3.90809525265465e-05,4.33333333333333,"California"
"97",14,7.72884126037977e-06,0.980982641832466,7.72884126060084e-06,0.0190019004850134,-17,"California"
"98",15,1.52290265223691e-05,1.52290265221788e-05,1.52290265220477e-05,0.999954312920433,-7.33333333333333,"California"
"99",16,9.62492325806851e-06,9.62492325714251e-06,9.62492325789174e-06,0.999971125230227,0.333333333333333,"California"
"100",17,0.242313945930612,2.09609909186256e-05,0.757644132087551,2.0960990917917e-05,-4,"California"
"101",18,0.304999218929033,0.694975397054747,1.26920081102749e-05,1.26920081099343e-05,-7.66666666666667,"California"
"102",19,0.37948761365794,0.620492255939812,1.00652011242252e-05,1.00652011243111e-05,0.333333333333333,"California"
"103",20,0.869849417060889,1.20273592351456e-05,1.20273592353772e-05,0.13012652822064,-11,"California"
"104",21,1.22331049222784e-05,1.22331049242069e-05,1.22331049237951e-05,0.99996330068523,22.3333333333333,"California"
"105",22,0.999966563567744,1.11454774186288e-05,1.11454774181523e-05,1.11454774186613e-05,-11.6666666666667,"California"
"106",23,0.999944082808756,1.86390637483484e-05,1.86390637483516e-05,1.86390637476633e-05,-10.3333333333333,"California"
"107",24,0.0418405126613599,0.958134215454977,1.2635941832049e-05,1.26359418314536e-05,-9.66666666666667,"California"
"108",25,1.00107621919579e-05,0.999969967713425,1.00107621914467e-05,1.00107621914797e-05,-11.6666666666667,"California"
"109",26,0.999951420925168,1.61930249432856e-05,1.61930249444252e-05,1.61930249444672e-05,7.33333333333333,"California"
"110",27,0.967496767840521,8.78146254170857e-06,8.78146254196521e-06,0.0324856692343954,-14.6666666666667,"California"
"111",28,1.18018005054346e-05,1.18018005056388e-05,0.999964594598484,1.18018005054907e-05,-12,"California"
"112",29,0.0121789386242597,1.13669273409449e-05,1.13669273412877e-05,0.987798327521058,-11,"California"
"113",30,0.99995171908955,1.60936368156288e-05,1.60936368159625e-05,1.60936368179119e-05,-18,"California"
"114",31,3.10881153802314e-05,3.10881153797464e-05,0.00720037455095151,0.992737449218289,0.333333333333333,"California"
"115",32,6.0379052202756e-05,6.03790522030338e-05,0.999818862843391,6.03790522028769e-05,-12.3333333333333,"California"
"116",33,0.137159418430923,0.499638704383679,0.363102027920436,9.98492649622928e-05,-13.3333333333333,"California"
"117",5,1.35676489422026e-05,0.596372101084521,0.403600763617594,1.35676489421733e-05,-2,"Colorado"
"118",6,0.358252221842961,0.641731086361225,8.34589790652777e-06,8.34589790712513e-06,1.33333333333333,"Colorado"
"119",7,1.11257727131849e-05,0.999966622681862,1.11257727131011e-05,1.11257727121837e-05,-0.333333333333333,"Colorado"
"120",8,9.79267133996194e-06,9.79267134000408e-06,9.79267134058875e-06,0.999970621985979,-3.33333333333333,"Colorado"
"121",9,8.68691115164733e-06,0.999973939266546,8.68691115076786e-06,8.68691115121297e-06,-2.66666666666667,"Colorado"
"122",10,7.73644254098029e-06,0.999976790672377,7.73644254071535e-06,7.7364425410632e-06,-1.66666666666667,"Colorado"
"123",11,9.26499394310399e-06,9.26499394376781e-06,0.99997220501817,9.26499394329821e-06,17.3333333333333,"Colorado"
"124",12,1.02122038988947e-05,0.310187309346812,1.02122038993962e-05,0.68979226624539,2,"Colorado"
"125",13,3.9080952526587e-05,0.739796465185596,0.260125372909351,3.90809525265465e-05,7.33333333333333,"Colorado"
"126",14,7.72884126037977e-06,0.980982641832466,7.72884126060084e-06,0.0190019004850134,-24.6666666666667,"Colorado"
"127",15,1.52290265223691e-05,1.52290265221788e-05,1.52290265220477e-05,0.999954312920433,3,"Colorado"
"128",16,9.62492325806851e-06,9.62492325714251e-06,9.62492325789174e-06,0.999971125230227,4,"Colorado"
"129",17,0.242313945930612,2.09609909186256e-05,0.757644132087551,2.0960990917917e-05,2.33333333333333,"Colorado"
"130",18,0.304999218929033,0.694975397054747,1.26920081102749e-05,1.26920081099343e-05,2.66666666666667,"Colorado"
"131",19,0.37948761365794,0.620492255939812,1.00652011242252e-05,1.00652011243111e-05,2.66666666666667,"Colorado"
"132",20,0.869849417060889,1.20273592351456e-05,1.20273592353772e-05,0.13012652822064,-7,"Colorado"
"133",21,1.22331049222784e-05,1.22331049242069e-05,1.22331049237951e-05,0.99996330068523,24,"Colorado"
"134",22,0.999966563567744,1.11454774186288e-05,1.11454774181523e-05,1.11454774186613e-05,-3,"Colorado"
"135",23,0.999944082808756,1.86390637483484e-05,1.86390637483516e-05,1.86390637476633e-05,-3,"Colorado"
"136",24,0.0418405126613599,0.958134215454977,1.2635941832049e-05,1.26359418314536e-05,1,"Colorado"
"137",25,1.00107621919579e-05,0.999969967713425,1.00107621914467e-05,1.00107621914797e-05,-5.33333333333333,"Colorado"
"138",26,0.999951420925168,1.61930249432856e-05,1.61930249444252e-05,1.61930249444672e-05,9.66666666666667,"Colorado"
"139",27,0.967496767840521,8.78146254170857e-06,8.78146254196521e-06,0.0324856692343954,-16.3333333333333,"Colorado"
"140",28,1.18018005054346e-05,1.18018005056388e-05,0.999964594598484,1.18018005054907e-05,-2.66666666666667,"Colorado"
"141",29,0.0121789386242597,1.13669273409449e-05,1.13669273412877e-05,0.987798327521058,-3,"Colorado"
"142",30,0.99995171908955,1.60936368156288e-05,1.60936368159625e-05,1.60936368179119e-05,-24,"Colorado"
"143",31,3.10881153802314e-05,3.10881153797464e-05,0.00720037455095151,0.992737449218289,1.66666666666667,"Colorado"
"144",32,6.0379052202756e-05,6.03790522030338e-05,0.999818862843391,6.03790522028769e-05,-3,"Colorado"
"145",33,0.137159418430923,0.499638704383679,0.363102027920436,9.98492649622928e-05,-7.33333333333333,"Colorado"
"146",5,1.35676489422026e-05,0.596372101084521,0.403600763617594,1.35676489421733e-05,-6.33333333333333,"Connecticut"
"147",6,0.358252221842961,0.641731086361225,8.34589790652777e-06,8.34589790712513e-06,-2,"Connecticut"
"148",7,1.11257727131849e-05,0.999966622681862,1.11257727131011e-05,1.11257727121837e-05,-6.66666666666667,"Connecticut"
"149",8,9.79267133996194e-06,9.79267134000408e-06,9.79267134058875e-06,0.999970621985979,-6,"Connecticut"
"150",9,8.68691115164733e-06,0.999973939266546,8.68691115076786e-06,8.68691115121297e-06,-7,"Connecticut"
"151",10,7.73644254098029e-06,0.999976790672377,7.73644254071535e-06,7.7364425410632e-06,-7.66666666666667,"Connecticut"
"152",11,9.26499394310399e-06,9.26499394376781e-06,0.99997220501817,9.26499394329821e-06,15.3333333333333,"Connecticut"
"153",12,1.02122038988947e-05,0.310187309346812,1.02122038993962e-05,0.68979226624539,-1.66666666666667,"Connecticut"
"154",13,3.9080952526587e-05,0.739796465185596,0.260125372909351,3.90809525265465e-05,4.33333333333333,"Connecticut"
"155",14,7.72884126037977e-06,0.980982641832466,7.72884126060084e-06,0.0190019004850134,-19,"Connecticut"
"156",15,1.52290265223691e-05,1.52290265221788e-05,1.52290265220477e-05,0.999954312920433,-4,"Connecticut"
"157",16,9.62492325806851e-06,9.62492325714251e-06,9.62492325789174e-06,0.999971125230227,-2.33333333333333,"Connecticut"
"158",17,0.242313945930612,2.09609909186256e-05,0.757644132087551,2.0960990917917e-05,-2,"Connecticut"
"159",18,0.304999218929033,0.694975397054747,1.26920081102749e-05,1.26920081099343e-05,-2,"Connecticut"
"160",19,0.37948761365794,0.620492255939812,1.00652011242252e-05,1.00652011243111e-05,-2,"Connecticut"
"161",20,0.869849417060889,1.20273592351456e-05,1.20273592353772e-05,0.13012652822064,-5.66666666666667,"Connecticut"
"162",21,1.22331049222784e-05,1.22331049242069e-05,1.22331049237951e-05,0.99996330068523,26.6666666666667,"Connecticut"
"163",22,0.999966563567744,1.11454774186288e-05,1.11454774181523e-05,1.11454774186613e-05,-6,"Connecticut"
"164",23,0.999944082808756,1.86390637483484e-05,1.86390637483516e-05,1.86390637476633e-05,-5.33333333333333,"Connecticut"
"165",24,0.0418405126613599,0.958134215454977,1.2635941832049e-05,1.26359418314536e-05,-5.66666666666667,"Connecticut"
"166",25,1.00107621919579e-05,0.999969967713425,1.00107621914467e-05,1.00107621914797e-05,-6.66666666666667,"Connecticut"
"167",26,0.999951420925168,1.61930249432856e-05,1.61930249444252e-05,1.61930249444672e-05,8.66666666666667,"Connecticut"
"168",27,0.967496767840521,8.78146254170857e-06,8.78146254196521e-06,0.0324856692343954,-22.6666666666667,"Connecticut"
"169",28,1.18018005054346e-05,1.18018005056388e-05,0.999964594598484,1.18018005054907e-05,-7.33333333333333,"Connecticut"
"170",29,0.0121789386242597,1.13669273409449e-05,1.13669273412877e-05,0.987798327521058,-5,"Connecticut"
"171",30,0.99995171908955,1.60936368156288e-05,1.60936368159625e-05,1.60936368179119e-05,-14.3333333333333,"Connecticut"
"172",31,3.10881153802314e-05,3.10881153797464e-05,0.00720037455095151,0.992737449218289,0.333333333333333,"Connecticut"
"173",32,6.0379052202756e-05,6.03790522030338e-05,0.999818862843391,6.03790522028769e-05,-6.66666666666667,"Connecticut"
"174",33,0.137159418430923,0.499638704383679,0.363102027920436,9.98492649622928e-05,-10.3333333333333,"Connecticut"
"175",5,1.35676489422026e-05,0.596372101084521,0.403600763617594,1.35676489421733e-05,1,"Delaware"
"176",6,0.358252221842961,0.641731086361225,8.34589790652777e-06,8.34589790712513e-06,4,"Delaware"
"177",7,1.11257727131849e-05,0.999966622681862,1.11257727131011e-05,1.11257727121837e-05,1.66666666666667,"Delaware"
"178",8,9.79267133996194e-06,9.79267134000408e-06,9.79267134058875e-06,0.999970621985979,-0.666666666666667,"Delaware"
"179",9,8.68691115164733e-06,0.999973939266546,8.68691115076786e-06,8.68691115121297e-06,-0.333333333333333,"Delaware"
"180",10,7.73644254098029e-06,0.999976790672377,7.73644254071535e-06,7.7364425410632e-06,0.666666666666667,"Delaware"
"181",11,9.26499394310399e-06,9.26499394376781e-06,0.99997220501817,9.26499394329821e-06,10.6666666666667,"Delaware"
"182",12,1.02122038988947e-05,0.310187309346812,1.02122038993962e-05,0.68979226624539,3.66666666666667,"Delaware"
"183",13,3.9080952526587e-05,0.739796465185596,0.260125372909351,3.90809525265465e-05,5,"Delaware"
"184",14,7.72884126037977e-06,0.980982641832466,7.72884126060084e-06,0.0190019004850134,-20.3333333333333,"Delaware"
"185",15,1.52290265223691e-05,1.52290265221788e-05,1.52290265220477e-05,0.999954312920433,6.66666666666667,"Delaware"
"186",16,9.62492325806851e-06,9.62492325714251e-06,9.62492325789174e-06,0.999971125230227,1,"Delaware"
"187",17,0.242313945930612,2.09609909186256e-05,0.757644132087551,2.0960990917917e-05,-0.333333333333333,"Delaware"
"188",18,0.304999218929033,0.694975397054747,1.26920081102749e-05,1.26920081099343e-05,2.66666666666667,"Delaware"
"189",19,0.37948761365794,0.620492255939812,1.00652011242252e-05,1.00652011243111e-05,2.33333333333333,"Delaware"
"190",20,0.869849417060889,1.20273592351456e-05,1.20273592353772e-05,0.13012652822064,-2.33333333333333,"Delaware"
"191",21,1.22331049222784e-05,1.22331049242069e-05,1.22331049237951e-05,0.99996330068523,15.6666666666667,"Delaware"
"192",22,0.999966563567744,1.11454774186288e-05,1.11454774181523e-05,1.11454774186613e-05,0,"Delaware"
"193",23,0.999944082808756,1.86390637483484e-05,1.86390637483516e-05,1.86390637476633e-05,1,"Delaware"
"194",24,0.0418405126613599,0.958134215454977,1.2635941832049e-05,1.26359418314536e-05,4,"Delaware"
"195",25,1.00107621919579e-05,0.999969967713425,1.00107621914467e-05,1.00107621914797e-05,-4.33333333333333,"Delaware"
"196",26,0.999951420925168,1.61930249432856e-05,1.61930249444252e-05,1.61930249444672e-05,5,"Delaware"
"197",27,0.967496767840521,8.78146254170857e-06,8.78146254196521e-06,0.0324856692343954,-21.3333333333333,"Delaware"
"198",28,1.18018005054346e-05,1.18018005056388e-05,0.999964594598484,1.18018005054907e-05,-3,"Delaware"
"199",29,0.0121789386242597,1.13669273409449e-05,1.13669273412877e-05,0.987798327521058,1.33333333333333,"Delaware"
"200",30,0.99995171908955,1.60936368156288e-05,1.60936368159625e-05,1.60936368179119e-05,-16,"Delaware"
"201",31,3.10881153802314e-05,3.10881153797464e-05,0.00720037455095151,0.992737449218289,3.33333333333333,"Delaware"
"202",32,6.0379052202756e-05,6.03790522030338e-05,0.999818862843391,6.03790522028769e-05,-2.33333333333333,"Delaware"
"203",33,0.137159418430923,0.499638704383679,0.363102027920436,9.98492649622928e-05,-5,"Delaware"
"204",5,1.35676489422026e-05,0.596372101084521,0.403600763617594,1.35676489421733e-05,-22,"District of Columbia"
"205",6,0.358252221842961,0.641731086361225,8.34589790652777e-06,8.34589790712513e-06,-21.3333333333333,"District of Columbia"
"206",7,1.11257727131849e-05,0.999966622681862,1.11257727131011e-05,1.11257727121837e-05,-20.3333333333333,"District of Columbia"
"207",8,9.79267133996194e-06,9.79267134000408e-06,9.79267134058875e-06,0.999970621985979,-20.6666666666667,"District of Columbia"
"208",9,8.68691115164733e-06,0.999973939266546,8.68691115076786e-06,8.68691115121297e-06,-18,"District of Columbia"
"209",10,7.73644254098029e-06,0.999976790672377,7.73644254071535e-06,7.7364425410632e-06,-19.6666666666667,"District of Columbia"
"210",11,9.26499394310399e-06,9.26499394376781e-06,0.99997220501817,9.26499394329821e-06,-1,"District of Columbia"
"211",12,1.02122038988947e-05,0.310187309346812,1.02122038993962e-05,0.68979226624539,-23.3333333333333,"District of Columbia"
"212",13,3.9080952526587e-05,0.739796465185596,0.260125372909351,3.90809525265465e-05,-0.666666666666667,"District of Columbia"
"213",14,7.72884126037977e-06,0.980982641832466,7.72884126060084e-06,0.0190019004850134,-32,"District of Columbia"
"214",15,1.52290265223691e-05,1.52290265221788e-05,1.52290265220477e-05,0.999954312920433,-15,"District of Columbia"
"215",16,9.62492325806851e-06,9.62492325714251e-06,9.62492325789174e-06,0.999971125230227,-4.33333333333333,"District of Columbia"
"216",17,0.242313945930612,2.09609909186256e-05,0.757644132087551,2.0960990917917e-05,-23,"District of Columbia"
"217",18,0.304999218929033,0.694975397054747,1.26920081102749e-05,1.26920081099343e-05,-19.3333333333333,"District of Columbia"
"218",19,0.37948761365794,0.620492255939812,1.00652011242252e-05,1.00652011243111e-05,-1.66666666666667,"District of Columbia"
"219",20,0.869849417060889,1.20273592351456e-05,1.20273592353772e-05,0.13012652822064,-25,"District of Columbia"
"220",21,1.22331049222784e-05,1.22331049242069e-05,1.22331049237951e-05,0.99996330068523,10,"District of Columbia"
"221",22,0.999966563567744,1.11454774186288e-05,1.11454774181523e-05,1.11454774186613e-05,-23,"District of Columbia"
"222",23,0.999944082808756,1.86390637483484e-05,1.86390637483516e-05,1.86390637476633e-05,-15.6666666666667,"District of Columbia"
"223",24,0.0418405126613599,0.958134215454977,1.2635941832049e-05,1.26359418314536e-05,-24.3333333333333,"District of Columbia"
"224",25,1.00107621919579e-05,0.999969967713425,1.00107621914467e-05,1.00107621914797e-05,-25.6666666666667,"District of Columbia"
"225",26,0.999951420925168,1.61930249432856e-05,1.61930249444252e-05,1.61930249444672e-05,3,"District of Columbia"
"226",27,0.967496767840521,8.78146254170857e-06,8.78146254196521e-06,0.0324856692343954,-33.6666666666667,"District of Columbia"
"227",28,1.18018005054346e-05,1.18018005056388e-05,0.999964594598484,1.18018005054907e-05,-21.3333333333333,"District of Columbia"
"228",29,0.0121789386242597,1.13669273409449e-05,1.13669273412877e-05,0.987798327521058,-17.3333333333333,"District of Columbia"
"229",30,0.99995171908955,1.60936368156288e-05,1.60936368159625e-05,1.60936368179119e-05,-31,"District of Columbia"
"230",31,3.10881153802314e-05,3.10881153797464e-05,0.00720037455095151,0.992737449218289,-0.333333333333333,"District of Columbia"
"231",32,6.0379052202756e-05,6.03790522030338e-05,0.999818862843391,6.03790522028769e-05,-20.6666666666667,"District of Columbia"
"232",33,0.137159418430923,0.499638704383679,0.363102027920436,9.98492649622928e-05,-18,"District of Columbia"
"233",5,1.35676489422026e-05,0.596372101084521,0.403600763617594,1.35676489421733e-05,-16.3333333333333,"Florida"
"234",6,0.358252221842961,0.641731086361225,8.34589790652777e-06,8.34589790712513e-06,-9.33333333333333,"Florida"
"235",7,1.11257727131849e-05,0.999966622681862,1.11257727131011e-05,1.11257727121837e-05,-15.6666666666667,"Florida"
"236",8,9.79267133996194e-06,9.79267134000408e-06,9.79267134058875e-06,0.999970621985979,-16,"Florida"
"237",9,8.68691115164733e-06,0.999973939266546,8.68691115076786e-06,8.68691115121297e-06,-17,"Florida"
"238",10,7.73644254098029e-06,0.999976790672377,7.73644254071535e-06,7.7364425410632e-06,-18,"Florida"
"239",11,9.26499394310399e-06,9.26499394376781e-06,0.99997220501817,9.26499394329821e-06,13,"Florida"
